# Four-tile direct derivation wait report

allFourTileShapes: 66045
enumeratedDerivations: 5100
tenpaiReports: 3756

## Reducibility

### Reducible
count: 1647
waitCoreCacheHits: 1802
waitCoreCacheMisses: 34
waitCoreCacheEntries: 34

### Irreducible
count: 2109

#### Groups by waitDecompositionCodes
groupCount: 11
waitDecompositionCodes	waitDecompositionCodesKey	count	representativeTiles	representativeWaits
3555m	34m	irreducible	[21, 34]	23780
5m777z	5m	reducible	[34]	30
99p79s	8s	irreducible	[21]	20
56p77s	47p	irreducible	[15, 15]	11895
444s1z	1z	reducible	[34]	30
999m9s	9s	reducible	[34]	30
22m78p	69p	irreducible	[15, 15]	11895
46p99s	5p	irreducible	[21]	20
5m777p	5m	reducible	[34]	30
3p555z	3p	reducible	[34]	30
78p22s	69p	irreducible	[15, 15]	11895
55m12p	3p	irreducible	[33]	29
34m66s	25m	irreducible	[15, 15]	11895
45m11z	36m	irreducible	[15, 15]	11895
13m33s	2m	irreducible	[21]	20
789m5z	5z	reducible	[26]	24
4489m	7m	irreducible	[33]	29
6p789s	6p	reducible	[26]	24
77p11z	7p1z	irreducible	[9, 9]	7137
89p77s	7p	irreducible	[33]	29
567m2z	2z	reducible	[26]	24
6799p	58p	irreducible	[15, 15]	11895
789m6z	6z	reducible	[26]	24
88m68p	7p	irreducible	[21]	20
66p44s	6p4s	irreducible	[9, 9]	7137
4789s	4s	reducible	[26]	24
555s2z	2z	reducible	[34]	30
5m666z	5m	reducible	[34]	30
5888m	5m	reducible	[34]	30
11p67s	58s	irreducible	[15, 15]	11895
45m77s	36m	irreducible	[15, 15]	11895
6688s	68s	irreducible	[9, 9]	7137
3588p	4p	irreducible	[21]	20
123s7z	7z	reducible	[26]	24
789m7z	7z	reducible	[26]	24
3m444p	3m	reducible	[34]	30
33m66z	3m6z	irreducible	[9, 9]	7137
123s6z	6z	reducible	[26]	24
999s1z	1z	reducible	[34]	30
44p22s	4p2s	irreducible	[9, 9]	7137
66p22z	6p2z	irreducible	[9, 9]	7137
12m11s	3m	irreducible	[33]	29
67m55z	58m	irreducible	[15, 15]	11895
45m66p	36m	irreducible	[15, 15]	11895
9p777s	9p	reducible	[34]	30
8p555s	8p	reducible	[34]	30
234m7z	7z	reducible	[26]	24
99m44s	9m4s	irreducible	[9, 9]	7137
234m6z	6z	reducible	[26]	24
2278s	69s	irreducible	[15, 15]	11895
2227s	7s	reducible	[34]	30
123s5z	5z	reducible	[26]	24
7m777p	7m	reducible	[34]	30
22m35p	4p	irreducible	[21]	20
1777p	1p	reducible	[34]	30
33m77z	3m7z	irreducible	[9, 9]	7137
3678s	3s	reducible	[26]	24
88s33z	8s3z	irreducible	[9, 9]	7137
4455s	45s	irreducible	[9, 9]	7137
5m555z	5m	reducible	[34]	30
666p8s	8s	reducible	[34]	30
3888m	3m	reducible	[34]	30
66p68s	7s	irreducible	[21]	20
33s11z	3s1z	irreducible	[9, 9]	7137
35m11s	4m	irreducible	[21]	20
11p44s	1p4s	irreducible	[9, 9]	7137
78m55z	69m	irreducible	[15, 15]	11895
67m77z	58m	irreducible	[15, 15]	11895
4457s	6s	irreducible	[21]	20
4468s	7s	irreducible	[21]	20
22p68s	7s	irreducible	[21]	20
67m66z	58m	irreducible	[15, 15]	11895
22m33z	2m3z	irreducible	[9, 9]	7137
88p57s	6s	irreducible	[21]	20
7m222s	7m	reducible	[34]	30
67s77z	58s	irreducible	[15, 15]	11895
1222m	13m	irreducible	[33, 34]	23789
67s66z	58s	irreducible	[15, 15]	11895
3777m	3m	reducible	[34]	30
222m5p	5p	reducible	[34]	30
6667p	578p	irreducible	[15, 15, 34]	18829815
89m55s	7m	irreducible	[33]	29
4479m	8m	irreducible	[21]	20
7p789s	7p	reducible	[26]	24
6689p	7p	irreducible	[33]	29
1234m	14m	irreducible	[26, 26]	19032
57p11s	6p	irreducible	[21]	20
45p33s	36p	irreducible	[15, 15]	11895
2225m	5m	reducible	[34]	30
77p33s	7p3s	irreducible	[9, 9]	7137
23m88p	14m	irreducible	[15, 15]	11895
44m99p	4m9p	irreducible	[9, 9]	7137
6m111s	6m	reducible	[34]	30
7789p	7p	irreducible	[26, 33]	22992
3s222z	3s	reducible	[34]	30
5568s	7s	irreducible	[21]	20
2266p	26p	irreducible	[9, 9]	7137
33m55z	3m5z	irreducible	[9, 9]	7137
24m55p	3m	irreducible	[21]	20
567p2z	2z	reducible	[26]	24
2266s	26s	irreducible	[9, 9]	7137
11m89s	7s	irreducible	[33]	29
8889p	79p	irreducible	[33, 34]	23789
1333s	12s	irreducible	[21, 34]	23780
2346p	6p	reducible	[26]	24
88m88s	8m8s	irreducible	[9, 9]	7137
3m456p	3m	reducible	[26]	24
2366m	14m	irreducible	[15, 15]	11895
88p68s	7s	irreducible	[21]	20
99p11s	9p1s	irreducible	[9, 9]	7137
1344s	2s	irreducible	[21]	20
78m44z	69m	irreducible	[15, 15]	11895
1222s	13s	irreducible	[33, 34]	23789
22p35s	4s	irreducible	[21]	20
5557s	67s	irreducible	[21, 34]	23780
3m555p	3m	reducible	[34]	30
9s777z	9s	reducible	[34]	30
111p1s	1s	reducible	[34]	30
23m33z	14m	irreducible	[15, 15]	11895
77m89p	7p	irreducible	[33]	29
79m44z	8m	irreducible	[21]	20
2344m	14m	irreducible	[15, 15, 26]	15066231
4789m	4m	reducible	[26]	24
9s666z	9s	reducible	[34]	30
789m5s	5s	reducible	[26]	24
345m8s	8s	reducible	[26]	24
1m666p	1m	reducible	[34]	30
57m88s	6m	irreducible	[21]	20
88m45p	36p	irreducible	[15, 15]	11895
99m67s	58s	irreducible	[15, 15]	11895
3344m	34m	irreducible	[9, 9]	7137
66p33s	6p3s	irreducible	[9, 9]	7137
888m9p	9p	reducible	[34]	30
3555s	34s	irreducible	[21, 34]	23780
1355m	2m	irreducible	[21]	20
22m78s	69s	irreducible	[15, 15]	11895
789s1z	1z	reducible	[26]	24
77m24p	3p	irreducible	[21]	20
11p35s	4s	irreducible	[21]	20
6p444s	6p	reducible	[34]	30
2p345s	2p	reducible	[26]	24
4569p	9p	reducible	[26]	24
77p11s	7p1s	irreducible	[9, 9]	7137
8p222z	8p	reducible	[34]	30
88p55s	8p5s	irreducible	[9, 9]	7137
13p99s	2p	irreducible	[21]	20
44m35s	4s	irreducible	[21]	20
23m66s	14m	irreducible	[15, 15]	11895
56s55z	47s	irreducible	[15, 15]	11895
66m88s	6m8s	irreducible	[9, 9]	7137
35s22z	4s	irreducible	[21]	20
66m45s	36s	irreducible	[15, 15]	11895
9s555z	9s	reducible	[34]	30
4m111s	4m	reducible	[34]	30
3p777z	3p	reducible	[34]	30
888m1p	1p	reducible	[34]	30
77p68s	7s	irreducible	[21]	20
9p678s	9p	reducible	[26]	24
24m11s	3m	irreducible	[21]	20
7899m	69m	irreducible	[15, 15, 26]	15066231
99p46s	5s	irreducible	[21]	20
24p99s	3p	irreducible	[21]	20
3p666z	3p	reducible	[34]	30
2p123s	2p	reducible	[26]	24
999p8s	8s	reducible	[34]	30
24m77p	3m	irreducible	[21]	20
5s222z	5s	reducible	[34]	30
46m44p	5m	irreducible	[21]	20
444m2z	2z	reducible	[34]	30
11m44s	1m4s	irreducible	[9, 9]	7137
444p6z	6z	reducible	[34]	30
57m22s	6m	irreducible	[21]	20
33m44z	3m4z	irreducible	[9, 9]	7137
3337p	7p	reducible	[34]	30
3339s	9s	reducible	[34]	30
444p7z	7z	reducible	[34]	30
66p13s	2s	irreducible	[21]	20
111m9s	9s	reducible	[34]	30
3444p	235p	irreducible	[15, 15, 34]	18829815
33p24s	3s	irreducible	[21]	20
666p4s	4s	reducible	[34]	30
56s44z	47s	irreducible	[15, 15]	11895
56m44p	47m	irreducible	[15, 15]	11895
1p345s	1p	reducible	[26]	24
2789m	2m	reducible	[26]	24
2299s	29s	irreducible	[9, 9]	7137
77p22z	7p2z	irreducible	[9, 9]	7137
55m89p	7p	irreducible	[33]	29
444p5z	5z	reducible	[34]	30
666m8s	8s	reducible	[34]	30
6p345s	6p	reducible	[26]	24
9p333z	9p	reducible	[34]	30
46m33s	5m	irreducible	[21]	20
555m9p	9p	reducible	[34]	30
45p44s	36p	irreducible	[15, 15]	11895
7789m	7m	irreducible	[26, 33]	22992
55m66s	5m6s	irreducible	[9, 9]	7137
23p33s	14p	irreducible	[15, 15]	11895
33m13s	2s	irreducible	[21]	20
5589p	7p	irreducible	[33]	29
333p9s	9s	reducible	[34]	30
4888m	4m	reducible	[34]	30
555p5s	5s	reducible	[34]	30
22m89p	7p	irreducible	[33]	29
234m1s	1s	reducible	[26]	24
5m888s	5m	reducible	[34]	30
55m67s	58s	irreducible	[15, 15]	11895
5558p	8p	reducible	[34]	30
88p44s	8p4s	irreducible	[9, 9]	7137
68s22z	7s	irreducible	[21]	20
5m444z	5m	reducible	[34]	30
89p11z	7p	irreducible	[33]	29
68m88s	7m	irreducible	[21]	20
999p2s	2s	reducible	[34]	30
57m55p	6m	irreducible	[21]	20
1288s	3s	irreducible	[33]	29
67s44z	58s	irreducible	[15, 15]	11895
3388m	38m	irreducible	[9, 9]	7137
4699m	5m	irreducible	[21]	20
567m2s	2s	reducible	[26]	24
88p22z	8p2z	irreducible	[9, 9]	7137
68p33z	7p	irreducible	[21]	20
6p999s	6p	reducible	[34]	30
99m34p	25p	irreducible	[15, 15]	11895
1s444z	1s	reducible	[34]	30
2m234p	2m	reducible	[26]	24
66m22s	6m2s	irreducible	[9, 9]	7137
7p345s	7p	reducible	[26]	24
666m3p	3p	reducible	[34]	30
444p6s	6s	reducible	[34]	30
6799s	58s	irreducible	[15, 15]	11895
55m77p	5m7p	irreducible	[9, 9]	7137
7m789p	7m	reducible	[26]	24
444p3z	3z	reducible	[34]	30
8p222s	8p	reducible	[34]	30
8p888s	8p	reducible	[34]	30
99p55z	9p5z	irreducible	[9, 9]	7137
7s222z	7s	reducible	[34]	30
3368s	7s	irreducible	[21]	20
55s11z	5s1z	irreducible	[9, 9]	7137
789m3z	3z	reducible	[26]	24
45m44p	36m	irreducible	[15, 15]	11895
1399p	2p	irreducible	[21]	20
77m33s	7m3s	irreducible	[9, 9]	7137
4466m	46m	irreducible	[9, 9]	7137
3459p	9p	reducible	[26]	24
888p5s	5s	reducible	[34]	30
8m123s	8m	reducible	[26]	24
99p77z	9p7z	irreducible	[9, 9]	7137
666m5p	5p	reducible	[34]	30
3s333z	3s	reducible	[34]	30
678m1z	1z	reducible	[26]	24
1236s	6s	reducible	[26]	24
33p67s	58s	irreducible	[15, 15]	11895
99p66z	9p6z	irreducible	[9, 9]	7137
2299p	29p	irreducible	[9, 9]	7137
8p444z	8p	reducible	[34]	30
234m3z	3z	reducible	[26]	24
5667p	6p	irreducible	[21, 26]	19028
66p35s	4s	irreducible	[21]	20
456p8s	8s	reducible	[26]	24
333m1z	1z	reducible	[34]	30
3459m	9m	reducible	[26]	24
4p777z	4p	reducible	[34]	30
4477s	47s	irreducible	[9, 9]	7137
5688p	47p	irreducible	[15, 15]	11895
3337s	7s	reducible	[34]	30
24p66z	3p	irreducible	[21]	20
12m77p	3m	irreducible	[33]	29
77m66p	7m6p	irreducible	[9, 9]	7137
7889m	8m	irreducible	[21, 26]	19028
24p77z	3p	irreducible	[21]	20
222m4z	4z	reducible	[34]	30
777m5p	5p	reducible	[34]	30
55m55p	5m5p	irreducible	[9, 9]	7137
111m5s	5s	reducible	[34]	30
111p9s	9s	reducible	[34]	30
23m55s	14m	irreducible	[15, 15]	11895
57p88s	6p	irreducible	[21]	20
5m444p	5m	reducible	[34]	30
33m22p	3m2p	irreducible	[9, 9]	7137
77m22z	7m2z	irreducible	[9, 9]	7137
333m4s	4s	reducible	[34]	30
79p88s	8p	irreducible	[21]	20
22m99s	2m9s	irreducible	[9, 9]	7137
4m444p	4m	reducible	[34]	30
3m678s	3m	reducible	[26]	24
2399p	14p	irreducible	[15, 15]	11895
444m4p	4p	reducible	[34]	30
7m222p	7m	reducible	[34]	30
68s11z	7s	irreducible	[21]	20
3368m	7m	irreducible	[21]	20
5888s	5s	reducible	[34]	30
44m45s	36s	irreducible	[15, 15]	11895
1277m	3m	irreducible	[33]	29
12m88s	3m	irreducible	[33]	29
1122z	12z	irreducible	[9, 9]	7137
56p22s	47p	irreducible	[15, 15]	11895
1146p	5p	irreducible	[21]	20
46m22z	5m	irreducible	[21]	20
33m88p	3m8p	irreducible	[9, 9]	7137
222s2z	2z	reducible	[34]	30
55m23s	14s	irreducible	[15, 15]	11895
2477p	3p	irreducible	[21]	20
12m33p	3m	irreducible	[33]	29
55m24s	3s	irreducible	[21]	20
999m7p	7p	reducible	[34]	30
79m77p	8m	irreducible	[21]	20
56s66z	47s	irreducible	[15, 15]	11895
22m88p	2m8p	irreducible	[9, 9]	7137
888p2z	2z	reducible	[34]	30
9s444z	9s	reducible	[34]	30
56s77z	47s	irreducible	[15, 15]	11895
2255p	25p	irreducible	[9, 9]	7137
456m1z	1z	reducible	[26]	24
46p55z	5p	irreducible	[21]	20
2p222s	2p	reducible	[34]	30
9p222z	9p	reducible	[34]	30
1789m	1m	reducible	[26]	24
11p57s	6s	irreducible	[21]	20
78m33p	69m	irreducible	[15, 15]	11895
3p345s	3p	reducible	[26]	24
88m78p	69p	irreducible	[15, 15]	11895
5s444z	5s	reducible	[34]	30
33m99s	3m9s	irreducible	[9, 9]	7137
11m66s	1m6s	irreducible	[9, 9]	7137
8889s	79s	irreducible	[33, 34]	23789
44p56s	47s	irreducible	[15, 15]	11895
6p123s	6p	reducible	[26]	24
79p22s	8p	irreducible	[21]	20
4588m	36m	irreducible	[15, 15]	11895
11m35s	4s	irreducible	[21]	20
13p44z	2p	irreducible	[21]	20
2s111z	2s	reducible	[34]	30
678s2z	2z	reducible	[26]	24
2225s	5s	reducible	[34]	30
222m2p	2p	reducible	[34]	30
11m12s	3s	irreducible	[33]	29
3777s	3s	reducible	[34]	30
3m666s	3m	reducible	[34]	30
7p444s	7p	reducible	[34]	30
55m79p	8p	irreducible	[21]	20
67p11s	58p	irreducible	[15, 15]	11895
9m456s	9m	reducible	[26]	24
7m111p	7m	reducible	[34]	30
46p66z	5p	irreducible	[21]	20
456p2s	2s	reducible	[26]	24
46p77z	5p	irreducible	[21]	20
78m99s	69m	irreducible	[15, 15]	11895
88p13s	2s	irreducible	[21]	20
345m3p	3p	reducible	[26]	24
57m77p	6m	irreducible	[21]	20
9m999s	9m	reducible	[34]	30
44m23s	14s	irreducible	[15, 15]	11895
789m2p	2p	reducible	[26]	24
77m44s	7m4s	irreducible	[9, 9]	7137
44m44p	4m4p	irreducible	[9, 9]	7137
22m23s	14s	irreducible	[15, 15]	11895
89m44s	7m	irreducible	[33]	29
5699m	47m	irreducible	[15, 15]	11895
77s22z	7s2z	irreducible	[9, 9]	7137
789p4s	4s	reducible	[26]	24
89p55s	7p	irreducible	[33]	29
2m444s	2m	reducible	[34]	30
77p77s	7p7s	irreducible	[9, 9]	7137
1s555z	1s	reducible	[34]	30
1166m	16m	irreducible	[9, 9]	7137
34m88p	25m	irreducible	[15, 15]	11895
88p33s	8p3s	irreducible	[9, 9]	7137
666m9p	9p	reducible	[34]	30
13p55z	2p	irreducible	[21]	20
2m666s	2m	reducible	[34]	30
3389m	7m	irreducible	[33]	29
44m33p	4m3p	irreducible	[9, 9]	7137
24m66s	3m	irreducible	[21]	20
9p456s	9p	reducible	[26]	24
2224p	34p	irreducible	[21, 34]	23780
234p4s	4s	reducible	[26]	24
55p11s	5p1s	irreducible	[9, 9]	7137
789m6s	6s	reducible	[26]	24
666m7p	7p	reducible	[34]	30
4999s	4s	reducible	[34]	30
1355s	2s	irreducible	[21]	20
1123m	14m	irreducible	[15, 15, 26]	15066231
777m9p	9p	reducible	[34]	30
23m55p	14m	irreducible	[15, 15]	11895
22s44z	2s4z	irreducible	[9, 9]	7137
5666s	457s	irreducible	[15, 15, 34]	18829815
5577p	57p	irreducible	[9, 9]	7137
3566p	4p	irreducible	[21]	20
46m11z	5m	irreducible	[21]	20
1s666z	1s	reducible	[34]	30
1s777z	1s	reducible	[34]	30
6778s	7s	irreducible	[21, 26]	19028
24p44z	3p	irreducible	[21]	20
67m11s	58m	irreducible	[15, 15]	11895
678m4s	4s	reducible	[26]	24
67p77s	58p	irreducible	[15, 15]	11895
9m234p	9m	reducible	[26]	24
345m7p	7p	reducible	[26]	24
8p666s	8p	reducible	[34]	30
4p555z	4p	reducible	[34]	30
5557m	67m	irreducible	[21, 34]	23780
88p11z	8p1z	irreducible	[9, 9]	7137
2333z	2z	reducible	[34]	30
999s7z	7z	reducible	[34]	30
999s6z	6z	reducible	[34]	30
123s1z	1z	reducible	[26]	24
7m888s	7m	reducible	[34]	30
79m99s	8m	irreducible	[21]	20
22s55z	2s5z	irreducible	[9, 9]	7137
1m222p	1m	reducible	[34]	30
999s5z	5z	reducible	[34]	30
33m12p	3p	irreducible	[33]	29
123m2s	2s	reducible	[26]	24
3339m	9m	reducible	[34]	30
7p999s	7p	reducible	[34]	30
66m44p	6m4p	irreducible	[9, 9]	7137
567p1s	1s	reducible	[26]	24
44s11z	4s1z	irreducible	[9, 9]	7137
23m99s	14m	irreducible	[15, 15]	11895
66m68p	7p	irreducible	[21]	20
3355s	35s	irreducible	[9, 9]	7137
24p55z	3p	irreducible	[21]	20
3m333z	3m	reducible	[34]	30
6799m	58m	irreducible	[15, 15]	11895
13p77z	2p	irreducible	[21]	20
68m44p	7m	irreducible	[21]	20
55p66s	5p6s	irreducible	[9, 9]	7137
4p666z	4p	reducible	[34]	30
88m24p	3p	irreducible	[21]	20
7m333p	7m	reducible	[34]	30
66m34s	25s	irreducible	[15, 15]	11895
222m5z	5z	reducible	[34]	30
11m89p	7p	irreducible	[33]	29
44m79p	8p	irreducible	[21]	20
222p9s	9s	reducible	[34]	30
456m3s	3s	reducible	[26]	24
789m6p	6p	reducible	[26]	24
56p11z	47p	irreducible	[15, 15]	11895
9p555s	9p	reducible	[34]	30
222m7z	7z	reducible	[34]	30
13p66z	2p	irreducible	[21]	20
222m6z	6z	reducible	[34]	30
67m33p	58m	irreducible	[15, 15]	11895
67m44z	58m	irreducible	[15, 15]	11895
2349s	9s	reducible	[26]	24
33m57s	6s	irreducible	[21]	20
24m88s	3m	irreducible	[21]	20
46p44z	5p	irreducible	[21]	20
55m99p	5m9p	irreducible	[9, 9]	7137
46m44s	5m	irreducible	[21]	20
57m99p	6m	irreducible	[21]	20
678m6p	6p	reducible	[26]	24
7m444z	7m	reducible	[34]	30
1299p	3p	irreducible	[33]	29
888p7s	7s	reducible	[34]	30
67p11z	58p	irreducible	[15, 15]	11895
35p66s	4p	irreducible	[21]	20
345s1z	1z	reducible	[26]	24
5679s	9s	reducible	[26]	24
2278p	69p	irreducible	[15, 15]	11895
56m22s	47m	irreducible	[15, 15]	11895
55s22z	5s2z	irreducible	[9, 9]	7137
55p24s	3s	irreducible	[21]	20
8m111s	8m	reducible	[34]	30
33m78s	69s	irreducible	[15, 15]	11895
22m56p	47p	irreducible	[15, 15]	11895
35p33z	4p	irreducible	[21]	20
45p11z	36p	irreducible	[15, 15]	11895
999m7s	7s	reducible	[34]	30
1m777z	1m	reducible	[34]	30
56m22p	47m	irreducible	[15, 15]	11895
999s4z	4z	reducible	[34]	30
9m333s	9m	reducible	[34]	30
44m67s	58s	irreducible	[15, 15]	11895
2245s	36s	irreducible	[15, 15]	11895
9m123s	9m	reducible	[26]	24
234m6p	6p	reducible	[26]	24
1377s	2s	irreducible	[21]	20
45m33p	36m	irreducible	[15, 15]	11895
45p77s	36p	irreducible	[15, 15]	11895
5m333p	5m	reducible	[34]	30
8p333z	8p	reducible	[34]	30
7m333z	7m	reducible	[34]	30
6788m	58m	irreducible	[15, 15, 26]	15066231
1m666z	1m	reducible	[34]	30
3379s	8s	irreducible	[21]	20
3p222z	3p	reducible	[34]	30
234m2p	2p	reducible	[26]	24
1117m	7m	reducible	[34]	30
1178p	69p	irreducible	[15, 15]	11895
1135s	4s	irreducible	[21]	20
888m7p	7p	reducible	[34]	30
777m5s	5s	reducible	[34]	30
2p777s	2p	reducible	[34]	30
1p444s	1p	reducible	[34]	30
35p11s	4p	irreducible	[21]	20
99p77s	9p7s	irreducible	[9, 9]	7137
777m8p	8p	reducible	[34]	30
13m22z	2m	irreducible	[21]	20
1167m	58m	irreducible	[15, 15]	11895
8p333s	8p	reducible	[34]	30
99p11z	9p1z	irreducible	[9, 9]	7137
44m11s	4m1s	irreducible	[9, 9]	7137
777s2z	2z	reducible	[34]	30
67p44s	58p	irreducible	[15, 15]	11895
33p22s	3p2s	irreducible	[9, 9]	7137
22s66z	2s6z	irreducible	[9, 9]	7137
55m88s	5m8s	irreducible	[9, 9]	7137
789m4p	4p	reducible	[26]	24
22s77z	2s7z	irreducible	[9, 9]	7137
5777s	56s	irreducible	[21, 34]	23780
789s7z	7z	reducible	[26]	24
234p4z	4z	reducible	[26]	24
99m12s	3s	irreducible	[33]	29
1m555z	1m	reducible	[34]	30
789s6z	6z	reducible	[26]	24
999m2s	2s	reducible	[34]	30
1179m	8m	irreducible	[21]	20
1199p	19p	irreducible	[9, 9]	7137
35m22z	4m	irreducible	[21]	20
5p222s	5p	reducible	[34]	30
3338m	8m	reducible	[34]	30
1114p	4p	reducible	[34]	30
44m68p	7p	irreducible	[21]	20
45m22p	36m	irreducible	[15, 15]	11895
1678s	1s	reducible	[26]	24
5799p	6p	irreducible	[21]	20
5m555p	5m	reducible	[34]	30
5579p	8p	irreducible	[21]	20
99m56p	47p	irreducible	[15, 15]	11895
23p55s	14p	irreducible	[15, 15]	11895
2377m	14m	irreducible	[15, 15]	11895
5p888s	5p	reducible	[34]	30
666s2z	2z	reducible	[34]	30
7s333z	7s	reducible	[34]	30
99m24p	3p	irreducible	[21]	20
1238m	8m	reducible	[26]	24
1144s	14s	irreducible	[9, 9]	7137
789s5z	5z	reducible	[26]	24
3p567s	3p	reducible	[26]	24
444s5z	5z	reducible	[34]	30
3335s	45s	irreducible	[21, 34]	23780
444p1z	1z	reducible	[34]	30
9m111s	9m	reducible	[34]	30
88m89s	7s	irreducible	[33]	29
555p1s	1s	reducible	[34]	30
3p234s	3p	reducible	[26]	24
89m11p	7m	irreducible	[33]	29
3567m	3m	reducible	[26]	24
999p9s	9s	reducible	[34]	30
2499s	3s	irreducible	[21]	20
345p3z	3z	reducible	[26]	24
34m55s	25m	irreducible	[15, 15]	11895
4446p	56p	irreducible	[21, 34]	23780
1134p	25p	irreducible	[15, 15]	11895
3346s	5s	irreducible	[21]	20
789s4z	4z	reducible	[26]	24
1124p	3p	irreducible	[21]	20
1s222z	1s	reducible	[34]	30
444s4z	4z	reducible	[34]	30
123m2z	2z	reducible	[26]	24
5s333z	5s	reducible	[34]	30
55p35s	4s	irreducible	[21]	20
77s11z	7s1z	irreducible	[9, 9]	7137
9m678p	9m	reducible	[26]	24
2678p	2p	reducible	[26]	24
678m7p	7p	reducible	[26]	24
444m6p	6p	reducible	[34]	30
444p4s	4s	reducible	[34]	30
77m55s	7m5s	irreducible	[9, 9]	7137
888m8p	8p	reducible	[34]	30
1189m	7m	irreducible	[33]	29
77m24s	3s	irreducible	[21]	20
888p1s	1s	reducible	[34]	30
333m3s	3s	reducible	[34]	30
13s11z	2s	irreducible	[21]	20
8m456s	8m	reducible	[26]	24
4m666s	4m	reducible	[34]	30
5p444z	5p	reducible	[34]	30
3m222z	3m	reducible	[34]	30
3567p	3p	reducible	[26]	24
34m99s	25m	irreducible	[15, 15]	11895
333m8s	8s	reducible	[34]	30
67p33s	58p	irreducible	[15, 15]	11895
3555p	34p	irreducible	[21, 34]	23780
22m34p	25p	irreducible	[15, 15]	11895
7888m	679m	irreducible	[15, 15, 34]	18829815
999m3s	3s	reducible	[34]	30
44m45p	36p	irreducible	[15, 15]	11895
345s3z	3z	reducible	[26]	24
5m234s	5m	reducible	[26]	24
35m55s	4m	irreducible	[21]	20
234m3s	3s	reducible	[26]	24
11p24s	3s	irreducible	[21]	20
68p77z	7p	irreducible	[21]	20
3789p	3p	reducible	[26]	24
55m33p	5m3p	irreducible	[9, 9]	7137
68p66z	7p	irreducible	[21]	20
22m89s	7s	irreducible	[33]	29
5p666z	5p	reducible	[34]	30
678m8s	8s	reducible	[26]	24
68p55z	7p	irreducible	[21]	20
5p555z	5p	reducible	[34]	30
56p77z	47p	irreducible	[15, 15]	11895
666m3s	3s	reducible	[34]	30
3999p	3p	reducible	[34]	30
11m24p	3p	irreducible	[21]	20
56p66z	47p	irreducible	[15, 15]	11895
4568p	8p	reducible	[26]	24
456m3z	3z	reducible	[26]	24
89p44s	7p	irreducible	[33]	29
24m99p	3m	irreducible	[21]	20
4447m	7m	reducible	[34]	30
345p6s	6s	reducible	[26]	24
2567p	2p	reducible	[26]	24
35m22p	4m	irreducible	[21]	20
77m77p	7m7p	irreducible	[9, 9]	7137
8p777s	8p	reducible	[34]	30
444s7z	7z	reducible	[34]	30
57s11z	6s	irreducible	[21]	20
7m777s	7m	reducible	[34]	30
3344s	34s	irreducible	[9, 9]	7137
1234p	14p	irreducible	[26, 26]	19032
888m5p	5p	reducible	[34]	30
89m22p	7m	irreducible	[33]	29
67p22z	58p	irreducible	[15, 15]	11895
35m44s	4m	irreducible	[21]	20
444s6z	6z	reducible	[34]	30
5p777z	5p	reducible	[34]	30
999m2z	2z	reducible	[34]	30
3456s	36s	irreducible	[26, 26]	19032
4588s	36s	irreducible	[15, 15]	11895
2223s	134s	irreducible	[15, 15, 34]	18829815
35p99s	4p	irreducible	[21]	20
2p666s	2p	reducible	[34]	30
5559s	9s	reducible	[34]	30
567m9s	9s	reducible	[26]	24
678p3s	3s	reducible	[26]	24
34s33z	25s	irreducible	[15, 15]	11895
2229s	9s	reducible	[34]	30
22p24s	3s	irreducible	[21]	20
56m99s	47m	irreducible	[15, 15]	11895
1555s	1s	reducible	[34]	30
6699p	69p	irreducible	[9, 9]	7137
2p444s	2p	reducible	[34]	30
66m89s	7s	irreducible	[33]	29
33m23p	14p	irreducible	[15, 15]	11895
2388p	14p	irreducible	[15, 15]	11895
55p89s	7s	irreducible	[33]	29
56s33z	47s	irreducible	[15, 15]	11895
9s222z	9s	reducible	[34]	30
6m123s	6m	reducible	[26]	24
4p222s	4p	reducible	[34]	30
1115m	5m	reducible	[34]	30
2279s	8s	irreducible	[21]	20
55p45s	36s	irreducible	[15, 15]	11895
11m88s	1m8s	irreducible	[9, 9]	7137
888m5s	5s	reducible	[34]	30
11m45s	36s	irreducible	[15, 15]	11895
1167s	58s	irreducible	[15, 15]	11895
2388s	14s	irreducible	[15, 15]	11895
66m66s	6m6s	irreducible	[9, 9]	7137
8s777z	8s	reducible	[34]	30
5556m	467m	irreducible	[15, 15, 34]	18829815
33m13p	2p	irreducible	[21]	20
68p44z	7p	irreducible	[21]	20
67s33z	58s	irreducible	[15, 15]	11895
1377m	2m	irreducible	[21]	20
8s666z	8s	reducible	[34]	30
56p55z	47p	irreducible	[15, 15]	11895
67m77s	58m	irreducible	[15, 15]	11895
13m11z	2m	irreducible	[21]	20
99m78p	69p	irreducible	[15, 15]	11895
22m55s	2m5s	irreducible	[9, 9]	7137
999s3z	3z	reducible	[34]	30
2444p	23p	irreducible	[21, 34]	23780
666m8p	8p	reducible	[34]	30
3666s	3s	reducible	[34]	30
11m23s	14s	irreducible	[15, 15]	11895
3458p	8p	reducible	[26]	24
4499p	49p	irreducible	[9, 9]	7137
7m555s	7m	reducible	[34]	30
5588p	58p	irreducible	[9, 9]	7137
77m55p	7m5p	irreducible	[9, 9]	7137
6999s	6s	reducible	[34]	30
456p5s	5s	reducible	[26]	24
24s66z	3s	irreducible	[21]	20
11m23p	14p	irreducible	[15, 15]	11895
4688s	5s	irreducible	[21]	20
